37,MIT Press,"8673 Denison Place, Sacramento",+1 174 073 0072,lucian.goose@libero.it
38,Bloomsbury Publishin,"3094 Rainbow Blvd., Indianapol",+1 746 005 0058,vincenz.burbidge@gmx.de
39,Bloomsbury Publishin,"7579 Isabelle Place, Greensbor",+1 252 041 0074,ophelie.broxis@yahoo.com
4,Macmillan Publishers,"14823 VanBeck Circle, Palatine",+1 019 000 0052,emalee.cheevers@hotmail.com
40,Cambridge University,"1079 Ellerbe Avenue, Washingto",+1 401 072 0014,edwin.hosby@yahoo.com
41,Springer Nature,"1701 Nectar Road, Carol Stream",+1 220 092 0008,nicholas.broadley@gmail.com
42,Zondervan,"6033 Justice Lane, Minneapolis",+1 768 079 0021,bartholomew.hrynczyk@aol.com
43,Macmillan Publishers,"8550 Fenwick Loop, San Diego, ",+1 383 083 0075,charlton.trussman@gmail.com
44,HarperCollins,"3294 Wilder Path, West Palm Be",+1 007 004 0056,israel.siveyer@yahoo.com
45,Zondervan,"5507 Pineland Terrace, Louisvi",+1 928 025 0036,darci.swaysland@yahoo.com
46,Simon & Schuster,"14015 Karen Perkins Street, Sa",+1 482 004 0060,lilla.gillio@ig.com.br
47,Macmillan Publishers,"7651 Arredondo Drive, Sarasota",+1 697 052 0098,cleon.kibbe@yahoo.com
48,Wiley,"1930 Sanwald Street, Winter Ha",+1 110 018 0006,abigail.pendle@gmail.com
49,Zondervan,"4710 Watts Mill Way, Miami, Fl",+1 234 068 0055,israel.gibbe@yahoo.com
5,Penguin Random House,"5710 Swallow Court, Lansing, M",+1 424 028 0048,carlie.lucks@yahoo.com
50,Hachette Livre,"6558 Falling Tree Court, Washi",+1 412 062 0025,tamas.gaze@hotmail.fr
51,Wiley,"13826 Angel Avenue, San Antoni",+1 899 049 0093,karla.draysey@yahoo.com
52,University of Chicag,"4531 Causey Court, Los Angeles",+1 162 075 0004,ripley.hansell@yahoo.com
53,Tyndale House,"4733 Trappers Court, Sacrament",+1 737 001 0099,garrik.stevings@voila.fr
54,Tyndale House,"4124 Amberjack Terrace, Sioux ",+1 268 035 0087,napoleon.merida@yahoo.com
55,MIT Press,"3372 Palo Alto Avenue, Saint P",+1 281 064 0022,ringo.smetoun@hotmail.com
56,Springer Nature,"13566 Vaughn Way, Fresno, Cali",+1 448 015 0030,veronika.buchan@yahoo.com
57,Tyndale House,"1230 Blue Heron Avenue, Fresno",+1 036 068 0003,sapphira.goldsbrough@hotmail.f
58,Tyndale House,"1758 Dentsville Lane, Peoria, ",+1 806 028 0070,lief.kirkby@gmail.com
59,Oxford University Pr,"11756 Buster Place, Austin, Te",+1 378 034 0072,tadeo.epple@gmail.com
6,Simon & Schuster,"7494 Kierstin Court, Brooklyn,",+1 169 096 0032,virginie.francioli@hotmail.com
60,Tyndale House,"4488 Dagenais Way, Portland, O",+1 497 014 0083,addie.bachnic@hotmail.com
61,University of Chicag,"956 Carmalt Lane, Tampa, Flori",+1 152 058 0065,barclay.bettington@gmail.com
62,Macmillan Publishers,"970 Rowan Way, Chesapeake, Vir",+1 013 015 0088,sharla.cudd@gmail.com
63,Oxford University Pr,"5735 Valverda Drive, Brooklyn,",+1 719 079 0087,cal.pashba@hotmail.com
64,MIT Press,"12252 Kelmscott Street, Austin",+1 319 003 0073,grannie.macgill@gmail.com
65,Macmillan Publishers,"11055 Dorchester Avenue, Orlan",+1 059 071 0030,dona.burtwhistle@yahoo.com
66,Hachette Livre,"4617 Pompion Street, Tucson, A",+1 837 033 0031,amory.robertet@terra.com.br
67,John Wiley & Sons,"13962 Wellford Way, Tyler, Tex",+1 889 065 0097,gwenora.ferrier@gmail.com
68,Routledge,"9525 Nobleton Lane, Raleigh, N",+1 067 052 0099,ashley.fairbanks@hotmail.com
69,Springer Nature,"12271 Beechwood Avenue, Juneau",+1 985 040 0063,bethena.trenbay@gmail.com
7,Simon & Schuster,"9527 Paxville Place, Denver, C",+1 504 020 0062,binny.lambie@yahoo.com
70,Simon & Schuster,"4245 Springside Terrace, Colum",+1 542 037 0079,felic.povall@live.com.au
71,Tyndale House,"748 Saranac Place, Birmingham,",+1 604 020 0016,sharity.hof@gmail.com
72,Simon & Schuster,"13655 Grassmere Street, Pasade",+1 065 031 0053,kiley.gonzalez@gmail.com
73,Wiley,"633 Lafayette Street, Houston,",+1 041 093 0090,gilles.cudd@hotmail.com
74,Tyndale House,"8636 Alameda Avenue, Toledo, O",+1 046 071 0054,vachel.oliveti@gmail.com
75,Routledge,"57 York Terrace, Scottsdale, A",+1 458 086 0058,milty.greaterex@yahoo.com
76,University of Chicag,"5000 Shale Trail Loop, Pensaco",+1 435 058 0066,carlos.bilney@gmail.com
77,University of Chicag,"158 Harrison Road, Washington,",+1 434 057 0066,franchot.pollastrino@yahoo.co.
78,Pearson,"1562 Elm Street, Olympia, Wash",+1 815 032 0088,lucretia.gaitskill@bol.com.br
79,Oxford University Pr,"13231 Abernethy Place, Philade",+1 354 026 0058,brnaby.gaineofengland@yahoo.co
8,Macmillan Publishers,"2640 Barrington Court, White P",+1 366 021 0095,dasya.woodstock@hotmail.co.uk
80,Tyndale House,"10686 Conley Court, White Plai",+1 680 004 0039,audre.witchard@yahoo.com
81,Bloomsbury Publishin,"684 Elana Place, Atlanta, Geor",+1 521 041 0040,dana.trehearn@yahoo.com
82,Zondervan,"4399 Manchester Avenue, Saint ",+1 196 025 0073,lemuel.doole@yahoo.com
83,Scholastic,"3038 Orangedale Terrace, Colum",+1 326 066 0054,liesa.nye@yahoo.com
84,SAGE Publications,"14428 Lennie Loop, Los Angeles",+1 748 003 0078,tallie.maron@msn.com
85,MIT Press,"11311 Palownia Loop, Torrance,",+1 912 051 0098,teirtza.gration@gmail.com
86,Tyndale House,"10159 Viewmont Lane, Washingto",+1 270 023 0046,malinda.hollyer@yahoo.com
87,Cambridge University,"4876 Lauren Lane, Indianapolis",+1 299 032 0025,roger.ausher@yahoo.com
88,Pearson,"8109 Darlington Drive, New Hav",+1 962 067 0006,wilmar.piggens@hotmail.com
89,HarperCollins,"10471 Elizabeth Court, Chattan",+1 190 041 0085,lotti.tunn@comcast.net
9,HarperCollins,"10170 Veri Loop, Dallas, Texas",+1 301 092 0016,dukie.kinworthy@hotmail.com
90,Oxford University Pr,"1292 Cuthbert Circle, New York",+1 263 042 0030,sonja.benaharon@yahoo.fr
91,University of Chicag,"2356 King Place, South Bend, I",+1 117 019 0092,kattie.cluely@hotmail.com
92,Zondervan,"3267 Gina Place, Atlanta, Geor",+1 405 088 0018,jordan.insworth@hotmail.com
93,Macmillan Publishers,"6034 Muirfield Place, Green Ba",+1 706 070 0078,burt.mattek@yahoo.com
94,MIT Press,"2896 Viola Court, Charlotte, N",+1 796 053 0084,carr.craddock@hotmail.fr
95,Routledge,"11787 Rogers Road, Fort Lauder",+1 981 068 0047,terencio.nutty@aol.com
96,Hachette Livre,"9890 Stepping Stone Path, Flus",+1 990 079 0039,katine.kassidy@gmail.com
97,Zondervan,"6148 Wildwood Court, Charlotte",+1 846 040 0039,ardis.wenden@gmail.com
98,Scholastic,"4864 Castlewood Lane, Lake Cha",+1 935 012 0095,lanae.ashburne@yahoo.com
99,Zondervan,"14707 Holton Avenue, Raleigh, ",+1 290 027 0090,eveline.kilfeather@yahoo.com
